10000000 5000
1596717 2235128 65334
4137130 6383905 63730
918607 6029116 98842
2310445 9971544 42962
2792168 6093511 28819
2630416 9250783 16727
553139 1044237 96668
1796153 4685686 1844
5260594 9768771 18544
3590155 8369924 57241
6298275 7703223 8720
3663609 4356705 8976
385820 5943691 43934
2642534 5212617 15477
2285496 8004784 25340
635200 4530668 76122
1047395 3704690 36711
544064 8017194 22396
5062260 5794140 7518
3380804 4164063 97672
462337 5254397 17247
6642298 9363117 73951
2585988 4888445 59770
1332379 5228521 72386
30369 7747857 93522
4561036 5289549 28721
5608430 9565671 49762
8668845 9918734 66956
2441130 6247456 77447
2144611 9765001 41509
679025 7399007 20198
9278475 9296272 62495
2270223 4166919 48482
5499298 8146346 93355
5763506 9235084 23723
1053054 8328606 1110
573679 3135076 25891
3053810 6523442 11088
3006750 8011291 58543
5284197 7776291 3154
1725706 8455316 18512
1145904 7751587 96987
2538162 7208399 63905
3200859 8373234 63202
2435942 4766589 43059
3280900 3706664 96112
3854578 7207774 47540
2894371 8833665 1349
1644753 5901120 12639
1185316 3219649 5282
2911022 6939155 60597
6573277 8057667 28535
6298028 8454654 66696
3018560 4671261 83906
1954201 5598114 19848
5660864 6457526 17099
5384989 8369990 71676
3417530 6735005 82399
896110 4035231 83518
147871 4115758 68834
1054912 6553153 96207
3930102 9112578 69483
83584 9058637 67510
5618495 9241686 55122
2625592 3732960 9322
190485 961792 86537
2578891 8560475 87877
566920 4494356 39234
1449319 8529587 35343
1193809 8232837 67452
7746961 8718023 38715
2114230 4193414 67644
3252050 4600066 51227
2493735 3383928 69721
6839051 7635679 2681
4764725 8597470 9517
867615 3692713 86343
4259632 4871844 80699
5611078 8225302 10285
8974490 9762773 4093
7692513 8030225 67405
2323094 9868940 60818
3336585 6923159 29219
2823439 9404164 22954
1090238 2178841 74984
6509271 9459917 72453
2118788 2843883 65165
7715727 8805132 41148
5843156 9985831 66449
2212468 5605929 40939
3116561 6152505 49803
4283966 6021445 72896
1874381 2161136 12407
3290355 3794896 35845
4885133 9429661 14685
1394403 3204645 90953
5577099 6029543 34836
4158616 4834674 50562
6999765 7336856 93717
582566 9549323 15997
2665883 3139857 68502
3389660 9466200 6298
1627335 8478909 97030
491316 4917689 91925
6863702 7843513 77058
68346 7374550 87812
6365503 8161796 17354
2320412 8200339 52027
267253 1836528 5234
2419093 5660971 54556
1693320 5558950 20438
1361822 1464961 2989
9568120 9943869 30323
435184 2165150 64364
795048 8557076 44417
2350486 8169597 12762
54650 7051452 74558
1272005 5251790 11321
5519043 9840384 47848
3696365 5745619 83292
1200175 5389684 42241
1836966 9267858 7202
4456307 8835977 67422
3517479 8702983 18958
383699 4590906 14005
8928116 9457743 99954
7540878 9512392 51405
3300748 6831788 3194
3141132 8443109 38588
1403102 4407309 51304
2790602 5119628 57340
9249195 9472945 25197
3929252 7172749 77525
2632234 5040172 11355
3015932 8375482 2260
1944047 9989487 76354
2001276 2289441 88746
1349416 1640846 89493
8760393 9792524 46976
3915333 6716185 50077
2023138 5282990 86057
2040330 3788684 59001
581879 3477785 4604
1034308 7959404 36837
1370760 9409789 69120
1889372 9399275 29518
1865727 4205068 30794
3870825 5845913 96561
7122657 9176670 5436
3554342 7623647 21620
8837331 9990076 44757
877660 7476133 49793
1459538 6951487 27577
356091 1935293 61884
5822404 8909281 71672
228128 478401 87298
2093854 6507920 92365
7055066 8481030 38278
7657699 8951627 77286
3157063 7797697 31627
304125 6595036 68957
296609 2056145 62968
1305938 7248095 22505
120538 6549867 74150
311751 9029818 96553
3483423 9508218 24680
8532489 8570722 34885
379439 8103906 32266
5517717 9571884 6317
2811356 5245299 4013
1840334 3659335 24489
828293 6412830 21098
3907613 7718768 85544
4268634 8446471 6081
4920621 7096737 35898
3096511 9733526 60468
2258207 4183584 9308
1909444 4563023 13214
41711 2597091 1449
5408446 8348028 46747
6968393 9067781 3432
2412425 5892883 16262
6320037 7630333 51381
4766507 6615877 36366
2203479 5721959 33102
1937005 6374209 29613
6711563 9051029 29548
260338 8621006 92570
1179068 2089904 89661
2043447 3491353 14458
138101 9011840 98590
1141533 7421074 11014
1074147 5051406 47403
4183634 8725528 30261
2421944 3161895 33740
4694997 8796153 70744
363533 1840962 98658
3140222 3170511 19663
1579433 5230125 15083
1237830 2585446 58529
3892282 8999905 86720
6998495 7550166 24145
8624313 9925862 91902
1689617 7349840 75536
511734 8219878 97479
7723083 9469970 9983
2657066 9564044 73516
2555724 5250906 13737
3591740 6830339 60214
5806823 9415784 14395
932040 2581704 6676
446887 8368425 56841
372748 4092570 81153
2062364 7384473 47345
2798593 7376361 75430
2268563 7273840 98512
1000176 4925628 78908
2573692 7481352 29813
1073091 9803781 60151
4780347 9396265 92287
994742 1977968 24326
346392 1101418 71212
1274612 6955314 60311
72117 6856138 39026
4232498 6219462 37619
4022689 5394893 6181
4809757 5022864 48160
112907 3788665 29511
2433040 8018479 18953
1594982 7213386 15217
724480 4587269 9537
1027948 4342249 72280
5399160 5616860 27593
5175824 5688977 82
4424790 7014850 48931
1652469 2336034 71620
1075002 7145791 10835
934455 5423163 40094
8952933 9769026 73133
3064267 7704332 2870
5035901 7651535 27349
1195834 4345438 85950
6517719 6594994 2809
4287169 8161664 8137
1302018 9178099 49279
4427030 5470839 85312
6215002 9062192 31102
4485354 5542190 81909
4982284 6770732 51193
6855417 6991415 15459
974639 2027315 83346
5818341 8889105 79179
5004291 7923175 90524
8601190 9807100 77692
5331590 7779288 79710
4722670 5280869 66900
82533 3454023 29091
8996212 9513636 30797
3978495 4911897 17880
3350263 9263090 9294
4324902 6678550 36608
2659594 4261896 42064
5557427 7663884 65238
3447952 9987335 66428
5318924 5625644 62067
1621706 3116144 1088
3198677 5604958 55111
5228664 6134050 51322
140560 6181199 46169
1920001 2999079 12783
6808373 8598550 54036
5161333 5376797 13629
934224 2403398 77512
84988 6898527 81199
5040522 6367768 122
429836 9178580 32618
4247276 4783537 31294
3433938 9002387 76309
5270062 9615136 33220
2614214 8032583 53220
4145366 9422586 68122
7100271 9615755 61270
5229384 9503668 11845
1023249 2105007 10371
6804448 8472775 67245
420922 1418962 45824
5666237 7153540 29360
4668624 9601186 63298
2455037 7277495 78433
127067 487619 8999
2380288 4632984 31584
6765090 8264762 48206
1994474 9526032 51873
4237878 5534074 73232
2338521 8364601 46006
5275794 7531846 81319
2429334 5877670 47555
1523383 2030519 32530
603033 1824366 3918
1951432 9297818 91536
606817 6848071 40872
3854754 5112832 5961
4202960 4638864 16786
1393093 6571186 50859
1044418 2274045 5731
6506776 9805891 81525
3388095 8199912 10858
8452002 9723294 57728
326326 700885 98445
5404803 9624144 49877
2747312 3112692 97947
5453564 6602065 27131
805025 7075877 82346
692664 9892562 75438
936979 9843523 49482
6365607 7443754 71724
3348200 5647132 71636
1800201 7357990 11281
5017437 6132070 37607
422240 6730516 78102
1796745 6051283 41765
1504846 3711044 43830
738175 8580722 65206
1789737 4920521 74119
3012311 4149612 11097
515218 861794 71202
3549870 6162349 19401
1921506 6036690 35953
2168759 2532788 69742
1415626 5986747 8333
1581201 3212370 59615
2439318 6923414 64460
7383148 7661588 61533
5098461 8164706 51270
8110771 8838825 881
1488916 2966274 16098
5038786 7053828 94798
4489581 9476643 31487
2009430 3725535 16597
512528 3011629 32223
2719962 4610080 44592
7049398 8479577 84357
6948897 8260389 45945
7629955 9138274 60757
1805896 8985131 71527
1951405 6106777 60443
3439227 9005232 15580
3494813 9450377 92222
8981864 9736699 18004
3198462 5264679 46883
1347037 7984640 56963
2707981 6464216 6360
992339 7240956 71608
6379229 6938284 1562
3015393 8185125 86693
4686920 6808253 38097
363715 2763832 59680
1079295 2214208 70844
3712424 3787870 23894
6910885 8505874 88572
774273 6252757 73211
1126072 3482253 53778
3048784 4474591 94733
1920393 3929226 90314
6944618 8421955 75438
1631538 6425000 83690
3863097 4511604 63873
5339130 5590899 78081
1895120 2826326 90504
50221 2917345 17740
2538793 9170101 8364
2812525 5528357 90616
4982135 5861308 65207
298052 4193221 10784
8720007 9783535 55402
5145006 6075325 3291
1524455 9175367 31246
5039241 9379936 38496
2206261 5633674 33615
2256481 9940530 50959
1158270 7311626 37412
2839982 5666634 49936
338468 6173602 27595
1155161 7048040 25647
65946 9347926 45653
7939602 8437700 7010
7114969 8440991 47816
4670561 5472237 27751
304234 610734 50364
160701 244763 6844
111661 3919384 34821
1749073 2102369 91154
8275970 8715361 45974
1542956 9431131 94013
2013428 4668603 58291
451127 9030608 97892
1053971 1408469 12860
4601787 9397057 99772
45891 2524142 4005
2684843 7696255 65119
5312855 7603099 854
9578279 9854273 3222
4945427 8293639 95544
2352946 5407753 43026
2918119 7021549 56453
8568508 9776410 23931
4574302 9622478 32399
6740617 9003515 45807
6786507 8103287 86301
23645 4482761 71143
2188764 4602211 349
789619 4456483 78627
1918262 4009193 88617
5504737 9842366 41562
1464115 2760484 79462
2536893 9436920 47970
7860851 9627547 86799
209602 1147413 27415
1955410 9250699 30273
1790695 8741711 13033
729206 6495811 31596
545907 9801781 88078
3810973 7424534 22691
1832062 5113151 65057
5154713 5812528 25540
5249448 7250528 78785
3110298 5398498 6331
3319900 8201649 53743
7745417 7791661 20793
4075690 9049723 27840
2295280 7405076 23650
2841186 5336672 25430
241102 2782071 52754
7895221 9580146 1167
5566285 6245203 13695
2816812 8187095 63142
731661 5182232 89791
1449662 1804915 9690
9195078 9575010 17702
5787119 6595804 83776
439996 3192194 79055
1045217 8263646 20240
1286319 8405428 18662
866464 2358182 13882
3175702 9628018 96519
331464 7289397 29682
5513696 9168891 61343
4158682 9834962 27356
4984725 9409972 38785
3602427 8522127 25903
6302556 8962122 34449
7225767 8781611 79665
5631194 6618204 82335
505727 7236866 65150
3681428 8267101 9519
3487176 4863620 40983
2656066 6793302 71030
1970997 6814748 5991
1114705 1799472 32314
7918250 9453490 54440
3579394 4220805 16561
3413843 5518768 58679
2136971 6809860 6224
1492196 1890188 11951
157288 2073698 9730
2283218 7537259 96906
4330561 5340553 52971
6427935 8817909 84070
7350278 9932614 99893
7682593 9386103 34495
5481848 6537033 55299
1412042 6869947 90418
4428626 8221902 43740
134851 2230449 33928
6820498 8863154 91215
1272884 9103715 28474
6960619 9686142 75386
5904905 8239114 9646
3255183 8639536 58611
839430 3454127 61066
2507511 3473925 42913
2845576 9377457 71307
252347 6322435 9560
6457285 9796087 40008
1230015 7836790 76857
5337583 9109673 96924
4466057 8795815 57542
2957795 9551280 62447
267441 8190815 33981
26053 1546596 88107
1687119 7536872 11969
1346384 2898800 89426
2417691 3151146 28212
2947232 4227251 1848
783611 4177247 38637
4160469 9514829 48309
6497237 9157393 60475
1971383 3631287 28106
2238823 4010086 18921
160419 4781227 81868
8984697 9764878 35092
331081 1876848 33891
5265123 5882626 85036
2008726 6210838 48619
2792336 5512686 42217
2651323 9469156 73397
1142900 1415984 70633
1492812 4774187 58367
1120918 1300624 97190
1456191 1461043 94768
1225920 3338060 79465
5273152 5619119 26897
1501744 2623395 92019
228933 608431 744
5741618 6573402 9432
909292 6715620 78587
4841628 8889017 37839
76003 6334439 28377
3234370 7455356 29000
1147912 8911547 90042
3842681 4765958 32314
2555461 5522146 51432
2565395 5178855 53176
4873766 8303637 82108
4877038 6674511 40078
1592657 6300295 65721
2998026 5395234 7348
5590380 5633073 41786
3161450 8824749 97142
1990451 2489013 25040
4796845 6331693 90997
1345511 4370190 46457
996944 6935584 25311
4325701 4666472 28947
1000211 8564932 5984
721362 9816857 14993
3787084 5212091 13018
845163 1694432 3397
5936219 6522965 44497
149713 1029767 33509
3274753 5826611 81553
3682102 9688474 68094
685417 4128559 20029
2270222 7868240 45730
6199169 8949523 62292
7521505 9670885 79149
436498 5974320 7591
7668751 8865868 69105
2885617 6121321 92069
5730115 8787385 21835
2062137 3579976 64798
277882 5744238 53271
1345976 2389148 55039
4382358 4659369 39630
3374889 9228088 89152
896394 7590380 76388
3849243 8285881 50707
2715111 4193472 35810
3462578 5600727 73482
3847193 9254647 60867
8592835 9943521 39355
221402 3757633 99945
1127256 4083729 5444
1698647 8466086 64813
138277 7694173 39701
43781 7800905 52446
2136522 6086785 1689
203581 2796609 16799
5939391 6259186 33877
2829226 8030184 97422
6623018 8506445 40942
2897002 8762152 78695
4762097 6540609 62423
8183894 8239255 44861
893883 3748707 39033
3454016 5204760 56289
5590537 7557207 59426
5794117 6275248 56034
4249860 5192047 31571
4742276 7079085 61754
5585529 8139698 84772
3996992 4347680 98125
75687 1626129 38734
238111 9810022 94340
1382972 6075080 88223
1279839 2738357 42238
1353397 4410999 49126
4686777 7628644 43242
5242811 5337042 93101
2595670 4574382 88537
735367 4452488 74065
953612 4732359 38097
351738 7324397 64225
7562507 8806824 90598
1461830 8017516 65677
5605739 6716539 61867
3643889 9164329 31616
829807 8330665 76611
5773050 6089827 13653
3180560 7482503 9322
6271041 7633047 61040
645106 8586659 9750
1454748 1883203 34147
2777923 7263780 13005
795438 2454378 91187
6236407 8917529 7725
598209 1298275 67965
1428016 2746243 14981
1822854 7201065 4807
4683567 6236507 85366
3470959 5762181 34764
4116065 6023222 21422
3532972 8515619 92521
883471 8295751 70443
3266480 5796477 65881
4687664 9502887 83409
2811741 3317513 97969
4579706 6063755 25984
7194687 7886608 43400
6639467 8415846 43319
2817564 4917999 14277
3457572 4852328 46693
7990103 9506896 78664
390366 2582624 74414
2469420 6186842 57245
635301 874505 60131
235062 3686245 93995
433031 782302 74101
493340 4575368 77061
5918768 8909185 32879
1726748 4462087 50877
6476365 6579076 8449
5123058 7085530 31696
4801722 9668153 22061
2137572 5292488 8903
5289224 9049734 99759
4826217 8040637 2356
6436565 8473668 84657
4110666 5565387 94349
1484154 2187727 3533
1936958 5946241 46633
4087836 4938957 42060
2212637 2578366 27589
9844333 9896440 12093
7705279 7866394 49665
4591649 6755012 55240
2191409 4097581 95877
534145 8510117 85896
3094774 7161162 51282
1865241 3205475 35435
2225361 3802198 98027
406385 2971994 53335
2619021 5330406 31701
4774347 4979705 44492
3886440 5362451 49770
2470451 7652457 4782
7178211 9224050 18714
5688327 6319927 69210
1299453 4405823 30371
573457 4504927 11963
6730287 8225244 14161
2218632 4339624 20545
5392959 7549037 55918
1541012 4839735 51974
1242527 7585504 14424
1335275 8894983 84875
4356409 8119032 79437
1475123 6955310 67764
3877484 4160685 67216
4007408 4450940 72142
2676184 5719372 2429
1233533 7015807 21060
2408765 9670430 86449
3242700 3949777 26183
1794675 4051632 68709
5386906 8225451 80044
7126678 9743314 15427
3206116 3734788 70737
7490232 7895472 48220
557448 1902880 15512
645942 7622251 91695
1372135 7464723 23853
3558916 6502136 32617
5604937 6801616 98745
1112642 7031120 50377
2216182 9338092 53634
8812578 8981122 96948
2187237 3528005 48087
7715094 9677468 43559
2751267 5779667 62790
3397208 8295179 1392
3378283 6003226 73526
727079 9880418 48793
376048 5485354 50408
3974794 5032825 79401
4141523 9765358 33845
2211509 8577935 14966
4622292 7508457 18554
1572897 4853737 12373
633403 1016456 63639
1444933 7395598 77198
1396990 7448158 71832
8175236 9286868 52249
735661 8551284 53954
1502422 5042429 3131
5898175 9183951 68488
1395459 9632020 46423
1420268 2346986 85066
2281892 2993164 38802
1894265 6525971 88557
6437920 6774256 33489
7567807 7834909 81647
1739639 9638128 56882
2890140 5791889 8165
362195 6908913 50593
2807088 9965326 50895
1850167 4955459 62706
9796590 9818797 99325
2100688 7398008 8840
6511305 7336810 34810
2941719 3285560 72729
853366 7475209 23989
2593005 9456856 78468
901245 2130090 68607
838256 1263439 93872
3745117 7105201 17311
5072449 5595283 72769
6951507 7908224 91565
250832 5306231 8605
5159392 9059672 19909
6910834 8101111 5468
1199915 8092671 75186
5840256 7549526 68190
118724 9679615 69434
3034222 9803683 49224
2655775 8913907 10692
831218 7728223 5974
220340 7196081 30549
7446912 9428257 53131
736862 9022935 28875
1073123 5933768 29985
2178592 9650034 39007
5490289 6653778 88532
6238320 8125364 84498
445398 6724106 18720
989682 9359305 90846
190522 9000375 19068
410861 5122701 31500
9153251 9839118 78411
1006382 3092331 1345
3051609 4165454 51464
681594 8860397 17849
8030526 8920601 8137
6785197 7225485 33500
3509302 5209984 78897
4498983 8745056 54553
3499357 4935902 45075
1138410 1371322 72287
291660 5002822 27756
3814393 8597585 20087
1215282 6866002 1892
63947 9766746 78640
484595 1500900 9165
1242736 9209084 10713
6058936 6452719 20014
3354185 7714126 18996
8739 5166379 34705
6537700 9370166 73114
4056873 9142453 81125
1270210 2654457 11869
3869738 9006649 77870
3424893 6152835 58169
6703533 9153781 75420
529050 8362864 18155
1139763 4421799 87226
292336 7776129 1351
301074 8911477 67730
6062534 9671239 21781
4352000 8813691 78654
2600252 2933125 33110
361347 4123252 2848
64496 2139217 72034
